Identifier,Rated,Votes,Bayesian_Score,Wilson_Score,BTL_Score,DM_Score,My_WRS
Better Days,3.8,11923,3.798177190344943,3.7612545509631277,4.086021505376344,3.7984909456740445,2.58324188086529
The Two Popes,3.8,130063,3.799832265031165,3.7883562716526233,4.086021505376344,3.799861610849709,3.240858019082309
Gilda,3.8,34182,3.799362453260107,3.7772166256878585,4.086021505376344,3.7994734840728928,2.873090278130295
The Color of Pomegranates,3.8,12734,3.798292826971214,3.762521519701406,4.086021505376344,3.798587016249313,2.601351207418021
"Duck, You Sucker!",3.8,36547,3.7994036533049154,3.7779707199231654,4.086021505376344,3.7995075508864087,2.891501538487384
Control,3.8,67594,3.7996773623676896,3.7838279454423813,4.086021505376344,3.799733723871655,3.0607325993913
Eyes Without a Face,3.8,33906,3.799357271174461,3.777123494456926,4.086021505376344,3.799469198785055,2.8708591301627684
Chup,3.8,24227,3.799101021543024,3.772905369305672,4.086021505376344,3.7992571805876523,2.7783563241447187
The Kite Runner,3.8,81786,3.7997333141893543,3.7853039447344745,4.086021505376344,3.799779926886821,3.113184031666989
The 39 Steps,3.8,60033,3.7996367608142068,3.7828349734970557,4.086021505376344,3.7997001898797427,3.028085923939577
Mass,3.8,16638,3.7986922039789066,3.7672542658056747,4.086021505376344,3.798918464219191,2.674942071987182
Shine,3.8,55823,3.7996093909401676,3.7821963043300317,4.086021505376344,3.7996775811420793,3.0080759015199625
The Wave,3.8,113057,3.799807045540948,3.787508242822935,4.086021505376344,3.7998407953158444,3.202293495486035
La Vie En Rose,3.8,89523,3.7997563495696247,3.785955904827982,4.086021505376344,3.79979894558127,3.1380601799690466
Shelter,3.8,23585,3.799076602496298,3.7725362919037253,4.086021505376344,3.7992369648156,2.7709652714501094
Peeping Tom,3.8,37753,3.799422678094331,3.7783275740858944,4.086021505376344,3.799523279834737,2.9004363458395614
One Cut of the Dead,3.8,27952,3.7992206092421967,3.774788337140811,4.086021505376344,3.7993561540937866,2.817716178168286
Mr. Church,3.8,30493,3.7992854500212814,3.7758688275950996,4.086021505376344,3.7994097973637615,2.8416612713744382
The Odd Couple,3.8,36670,3.799405650871459,3.778007923194304,4.086021505376344,3.799509202453988,2.8924261982803423
A Very Long Engagement,3.8,75231,3.7997100928521137,3.7846743733441013,4.086021505376344,3.7997607528310913,3.0901922186599586
Fearless,3.8,77888,3.7997199761348766,3.7849391577685227,4.086021505376344,3.79976891376632,3.099744357781832
The Station Agent,3.8,72343,3.799698527481939,3.7843701324354093,4.086021505376344,3.7997512025211475,3.0794192064902055
Shiddat,3.8,23300,3.799065331905781,3.7723675565401678,4.086021505376344,3.7992276335550312,2.767619486605188
Lost Horizon,3.8,14106,3.7984582862390504,3.764409023938593,4.086021505376344,3.7987243994047195,2.629510266070985
Three Colors: White,3.8,77642,3.7997190894815422,3.784915216436664,4.086021505376344,3.7997681816425617,3.098873763201286
Scum,3.8,12656,3.7982823469227136,3.7624050180498756,4.086021505376344,3.798578311349814,2.5996603799048423
Pushpa: The Rise - Part 1,3.8,82891,3.7997368671706395,3.7854026308918436,4.086021505376344,3.79978286045165,3.116877469740272
Twin Peaks: The Missing Pieces,3.8,12139,3.798209492165067,3.7616044520769383,4.086021505376344,3.7985177865612645,2.5881826873356544
Dr. Jekyll and Mr. Hyde,3.8,15037,3.7985534234771654,3.7655390114011005,4.086021505376344,3.7988033506182686,2.6470989624370462
Zorba the Greek,3.8,23653,3.799079251571531,3.772576098019628,4.086021505376344,3.7992391580015212,2.771757589537809
Beautiful Thing,3.8,25326,3.7991399550756624,3.7735041271910807,4.086021505376344,3.7992894082349684,2.790565368582416
Victor/Victoria,3.8,23065,3.7990558295479127,3.7722260658021876,4.086021505376344,3.799219765929779,2.7648297523816714
Wake in Fright,3.8,13486,3.7983876699172576,3.7635920133130862,4.086021505376344,3.7986657771847896,2.617140816469956
Seconds,3.8,21418,3.7989833938885784,3.77116960322178,4.086021505376344,3.7991597815432008,2.7444415560910236
McCabe & Mrs. Miller,3.8,26866,3.7991891625798777,3.774280220922877,4.086021505376344,3.799330132856983,2.806810620890939
Only Yesterday,3.8,35518,3.799386400697256,3.7776519190025475,4.086021505376344,3.7994932860400303,2.8836417891823425
Les Misérables,3.8,27270,3.799201153001464,3.7744728030335706,4.086021505376344,3.799340054995417,2.810918214466285
Ludo,3.8,42240,3.799483932371719,3.779517731863502,4.086021505376344,3.7995739140726714,2.9313428265304733
Maudie,3.8,20106,3.798917220678706,3.7702362009309627,4.086021505376344,3.7991049674307593,2.7270451894459313
The Swimmer,3.8,13071,3.7983366740339912,3.7630127433054557,4.086021505376344,3.7986234322422754,2.608539360433961
Cell 211,3.8,69746,3.7996873101610404,3.7840805150810986,4.086021505376344,3.7997419391836673,3.069357908977715
The Visitor,3.8,44090,3.799505561848663,3.7799544801202005,4.086021505376344,3.7995917904524323,2.943139692957245
My Life as a Dog,3.8,22061,3.799012957351544,3.771596186920329,4.086021505376344,3.7991842653856613,2.7525819113224808
Loveless,3.8,34751,3.799372877216172,3.777405096563526,4.086021505376344,3.7994821038094138,2.877633695107322
The Night of the Iguana,3.8,12680,3.7982855852317354,3.762440979953363,4.086021505376344,3.798581001182499,2.6001817417998545
The Castle,3.8,17054,3.7987240119270345,3.7676596956272324,4.086021505376344,3.7989448385016704,2.6817382238434355
The Ladykillers,3.8,30702,3.7992903063215397,3.775951652653956,4.086021505376344,3.799413814439704,2.8435410992642844
Murmur of the Heart,3.8,10594,3.797949596016535,3.7588695530303506,4.086021505376344,3.7983017265779786,2.550719591970907
In a Better World,3.8,41041,3.7994688739626676,3.7792189724581435,4.086021505376344,3.7995614676216927,2.923417939567142
3:10 to Yuma,3.8,21127,3.798969424375502,3.7709701414971004,4.086021505376344,3.7991482112436112,2.7406768501055416
Mrs. Miniver,3.8,18979,3.7988530926480637,3.7693578676419164,4.086021505376344,3.7990518331226295,2.7111702448813024
The Seventh Continent,3.8,16430,3.798675697815534,3.767045766393987,4.086021505376344,3.7989047763918466,2.6714800078133476
Lupin III: The Castle of Cagliostro,3.8,32321,3.79932580087115,3.776565670689803,4.086021505376344,3.799443172678339,2.8576837167943268
The Public Enemy,3.8,22473,3.7990310127425295,3.771859792811922,4.086021505376344,3.7991992170121893,2.757674031490198
Lifeboat,3.8,30450,3.7992844426229504,3.775851680881756,4.086021505376344,3.7994089640453126,2.841272914771968
Europa Europa,3.8,17148,3.7987309861611815,3.767749245743044,4.086021505376344,3.798950620882644,2.683250922063776
The Naked City,3.8,14894,3.798539581102783,3.7653724030093505,4.086021505376344,3.798791865225854,2.6444693645474295
1776,3.8,10151,3.7978605528869718,3.7579714717150714,4.086021505376344,3.7982276486805824,2.5389648072037563
Lady Snowblood,3.8,15608,3.798606175756802,3.7661811570033255,4.086021505376344,3.798847114584,2.6573554497443688
Mustang,3.8,40220,3.799458045691581,3.7790067098416538,4.086021505376344,3.799552517091361,2.917856780345497
Europa,3.8,22589,3.799035977737532,3.7719327010826014,4.086021505376344,3.7992033283172524,2.7590908997026613
Wings,3.8,13999,3.798446544238024,3.7642719334438186,4.086021505376344,3.798714652956298,2.627414843446293
The Magnificent Ambersons,3.8,26058,3.799164068484756,3.773881642222433,4.086021505376344,3.799309365767563,2.7984068098517745
All That Heaven Allows,3.8,16006,3.7986407262082706,3.7666081544752767,4.086021505376344,3.798875772906127,2.6642849088905702
The Lovers on the Bridge,3.8,14914,3.7985415330125636,3.7653958498294933,4.086021505376344,3.798793484818017,2.6448386552140764
"Play It Again, Sam",3.8,27500,3.79920782214156,3.7745805318216785,4.086021505376344,3.799345573532085,2.813229598111637
Sophie Scholl: The Final Days,3.8,28345,3.7992313963726008,3.7749649443853777,4.086021505376344,3.7993650793650793,2.8215585480603633
The Defiant Ones,3.8,16956,3.7987166588262964,3.7675655384806737,4.086021505376344,3.798938741819468,2.68015225243421
Winchester '73,3.8,21408,3.7989829201230307,3.771162816769125,4.086021505376344,3.7991593891561197,2.7443130355749945
Le Dîner de Cons,3.8,43398,3.799497686890075,3.779794397290316,4.086021505376344,3.7995852821233553,2.9387860081794543
Laurence Anyways,3.8,21708,3.798996943652909,3.771364355227867,4.086021505376344,3.7991710035462622,2.748142780958649
Baazigar,3.8,29368,3.799258124277653,3.775407846620082,4.086021505376344,3.799387192319477,2.8313159156926844
Mutiny on the Bounty,3.8,24302,3.799103790243101,3.772947524429109,4.086021505376344,3.799259472579915,2.779206957905986
Band of Outsiders,3.8,26484,3.7991774892590637,3.7740940683540805,4.086021505376344,3.799320472649024,2.8028694948261643
The Man Without a Past,3.8,24386,3.7991068710099856,3.7729945059604377,4.086021505376344,3.799262022877291,2.7801565567759616
Mister Roberts,3.8,17872,3.7987822508648588,3.768414987561726,4.086021505376344,3.7989931196509477,2.694631380254187
Boy A,3.8,38579,3.7994350229102487,3.7785622328144095,4.086021505376344,3.7995334853825415,2.906392682340115
Ponniyin Selvan: Part I,3.8,35344,3.7993833841894107,3.7775966335799804,4.086021505376344,3.7994907918187213,2.882290262248656
Bad Genius,3.8,22692,3.7990403438571807,3.7719969670732656,4.086021505376344,3.79920694364894,2.760342895956149
Johnny Guitar,3.8,19084,3.7988593864325284,3.769442992118708,4.086021505376344,3.7990570485619988,2.712688570126876
The Incredible Shrinking Man,3.8,19242,3.798868727970143,3.7695697614784884,4.086021505376344,3.799064789317815,2.714957617880151
Superman II: The Richard Donner Cut,3.8,18447,3.798820105963129,3.7689153958044064,4.086021505376344,3.799024495989594,2.7033459626318384
My Way,3.8,12330,3.7982371163166393,3.761906112132346,4.086021505376344,3.7985407377381435,2.592478948921786
Lovers of the Arctic Circle,3.8,19992,3.798911061770282,3.770150762151889,4.086021505376344,3.7990998649797465,2.7254803784275667
The Bitter Tears of Petra von Kant,3.8,10649,3.7979601364613513,3.7589770964505393,4.086021505376344,3.798310493711282,2.5521445667280362
Karwaan,3.8,17080,3.7987259486281375,3.767684539183932,4.086021505376344,3.7989464442493417,2.6821574622376443
The Boy and the Beast,3.8,25991,3.7991619177450944,3.7738477557697836,4.086021505376344,3.7993075857824277,2.7976982994807322
The Bishop's Wife,3.8,19552,3.7988866187123764,3.7698139817094454,4.086021505376344,3.799079613437643,2.7193559116488104
Control,3.8,26599,3.799181038688131,3.774150532740535,4.086021505376344,3.799323410013532,2.8040619084923097
The Woman in the Window,3.8,17236,3.7987374464884875,3.7678324112476407,4.086021505376344,3.7989559770314942,2.684659569172445
After Life,3.8,13202,3.798353116510715,3.763198564046501,4.086021505376344,3.798637086393579,2.6112836656826555
Vera Drake,3.8,26400,3.799174877126654,3.774052590740098,4.086021505376344,3.799318310925961,2.801995237707286
Hamlet,3.8,17909,3.798784759730497,3.7684479157063966,4.086021505376344,3.798995199285475,2.695200528467921
Brute Force,3.8,11175,3.7980557238307346,3.7599648746190804,4.086021505376344,3.7983899821109124,2.5654122758002886
Piku,3.8,33021,3.7993400713616157,3.7768169991971225,4.086021505376344,3.799454974868285,2.8635804188485987
Yankee Doodle Dandy,3.8,16585,3.7986880372708143,3.767201513333918,4.086021505376344,3.7989150090415915,2.674064037660168
Darr,3.8,24860,3.799123865917302,3.773255115804898,4.086021505376344,3.7992760908908103,2.785454452441517
Le rayon vert,3.8,10096,3.797848955253302,3.7578558344028923,4.086021505376344,3.7982179982179978,2.5374697410013654
Soldier of Orange,3.8,13635,3.798405224698575,3.763793469606822,4.086021505376344,3.7986803519061585,2.6201646171476933
Bilal: A New Breed of Hero,3.8,19078,3.7988590286491006,3.769438146906591,4.086021505376344,3.7990567520830054,2.7126020339681007
The Miracle,3.8,13656,3.798407668174522,3.7638215956510463,4.086021505376344,3.798682380499231,2.620588131713995
Only Angels Have Wings,3.8,15180,3.7985670059093892,3.765703245444025,4.086021505376344,3.798814619690484,2.6497036727963814
The Sea Hawk,3.8,10488,3.7979289713418103,3.758659888738778,4.086021505376344,3.7982845706661585,2.547952288654432
Odd Man Out,3.8,10963,3.7980182965586127,3.759575379492369,4.086021505376344,3.79835886214442,2.560141533718568
Pickup on South Street,3.8,15711,3.798615284563162,3.76629322544114,4.086021505376344,3.7988546703995927,2.6591655532833833
The 36th Chamber of Shaolin,3.8,17649,3.7987669077349002,3.768214328398625,4.086021505376344,3.7989804010422565,2.691175957577533
The Wedding Banquet,3.8,16646,3.798692830618112,3.7672622064215737,4.086021505376344,3.798918983844814,2.6750743624796764
Bloody Sunday,3.8,25458,3.79914440567665,3.7735734109867387,4.086021505376344,3.7992930919373205,2.79199601116522
Pickpocket,3.8,24428,3.799108403464335,3.7730179053533153,4.086021505376344,3.799263291450088,2.7806301303432015
Madras Cafe,3.8,25132,3.7991333293622427,3.773401307277708,4.086021505376344,3.799283924095954,2.788449167801517
Peppermint Candy,3.8,10351,3.7979016921449857,3.7583841155449917,4.086021505376344,3.7982618771726533,2.5443339557965365
Wake Up Sid,3.8,32992,3.7993394921614914,3.776806746775327,4.086021505376344,3.79945449586326,2.863338619211362
Gun Crazy,3.8,14261,3.798474984277828,3.764604852552717,4.086021505376344,3.79873825879714,2.632517673299316
Destry Rides Again,3.8,12272,3.7982288183736403,3.7618152585990043,4.086021505376344,3.7985338437729084,2.591181401239011
Meet John Doe,3.8,14378,3.798487350984197,3.7647505562306325,4.086021505376344,3.7987485225613566,2.634766211897477
The Last: Naruto the Movie,3.8,16973,3.7987179404335305,3.7675819306475713,4.086021505376344,3.798939804452821,2.6804280259432667
A Heart in Winter,3.8,10460,3.797923453853473,3.7586039703625866,4.086021505376344,3.7982799808886765,2.54721663311524
Stolen Kisses,3.8,14654,3.798515744015234,3.765087284181588,4.086021505376344,3.7987720854082814,2.6399987878217726
After the Thin Man,3.8,11804,3.7981588915134132,3.7610576627226706,4.086021505376344,3.798475738843255,2.5804814847175277
And Then We Danced,3.8,13949,3.798440995785413,3.7642073288887445,4.086021505376344,3.7987100472982656,2.626430177537153
Mortal World,3.8,28787,3.7992431771682216,3.7751592145801527,4.086021505376344,3.79937482634065,2.825816850956449
Sanam Teri Kasam,3.8,15245,3.798573095782935,3.765777127531674,4.086021505376344,3.7988196721311476,2.6508795314767846
The Pride of the Yankees,3.8,11648,3.7981343392032825,3.760794968877443,4.086021505376344,3.7984553333905433,2.5768203616414715
12,3.8,15141,3.798563326969916,3.7656586865945387,4.086021505376344,3.798811567410537,2.6489957385411103
Kabhi Haan Kabhi Naa,3.8,19059,3.7988578941859856,3.7694227885598437,4.086021505376344,3.7990558120016784,2.7123278231516106
Newton,3.8,20894,3.7989579593200915,3.770807424158729,4.086021505376344,3.7991387147710416,2.737624927155786
Closely Watched Trains,3.8,13465,3.7983851646318905,3.763563349849282,4.086021505376344,3.798663697104677,2.616711959455302
The Passion of Anna,3.8,10182,3.7978670347928065,3.758036232755461,4.086021505376344,3.7982330421124963,2.5398039156648267
Neerja,3.8,23450,3.7990712978723407,3.772456750015338,4.086021505376344,3.799232573012151,2.769385495154832
The Insult,3.8,17684,3.7987693413781436,3.7682460743580384,4.086021505376344,3.798982418452145,2.6917211669807366
Hungama,3.8,16319,3.7986667175759057,3.766932862455067,4.086021505376344,3.798897329086008,2.669614486035081
Highway,3.8,29946,3.7992724196559537,3.7756479478964806,4.086021505376344,3.799399018396714,2.836679683571886
A Pure Formality,3.8,12309,3.7982341208835666,3.761873291561656,4.086021505376344,3.798538249147312,2.5920098533665934
Raanjhanaa,3.8,33996,3.7993589702167654,3.7771539884455914,4.086021505376344,3.79947060380577,2.8715886677165554
Müslüm,3.8,19679,3.798893785797557,3.769912353793852,4.086021505376344,3.7990855517171305,2.721137691183561
The Magician,3.8,10647,3.797959755071515,3.758973200493399,4.086021505376344,3.798310176492677,2.5520928785265458
The Navigator,3.8,10764,3.7979818291104124,3.759199271204344,4.086021505376344,3.798328535611477,2.555100428923799
Fireworks Wednesday,3.8,13130,3.7983441198786037,3.763096780005066,4.086021505376344,3.798629615531024,2.6097787332763627
In July,3.8,22617,3.7990371685710502,3.771950215112947,4.086021505376344,3.7992043143842276,2.759431812292028
